date,open,high,low,close,volume,split,dividend
2024-12-24,1.4299999475479126,1.4900000095367432,1.3600000143051147,1.4800000190734863,79200,1.0,0.0
2024-12-26,1.5199999809265137,1.5199999809265137,1.3899999856948853,1.4600000381469727,223800,1.0,0.0
2024-12-27,1.4600000381469727,1.5099999904632568,1.350000023841858,1.3700000047683716,216200,1.0,0.0
2024-12-30,1.350000023841858,1.4500000476837158,1.350000023841858,1.4500000476837158,112500,1.0,0.0
2024-12-31,1.4500000476837158,1.4900000095367432,1.409999966621399,1.4600000381469727,85400,1.0,0.0
2025-01-02,1.4900000095367432,1.590000033378601,1.409999966621399,1.5299999713897705,130100,1.0,0.0
2025-01-03,1.4900000095367432,1.4900000095367432,1.409999966621399,1.440000057220459,79200,1.0,0.0
2025-01-06,1.4199999570846558,1.5099999904632568,1.4199999570846558,1.5,145600,1.0,0.0
2025-01-07,1.4800000190734863,1.5299999713897705,1.409999966621399,1.5199999809265137,131800,1.0,0.0
2025-01-08,1.5,1.5299999713897705,1.4299999475479126,1.4800000190734863,119200,1.0,0.0
2025-01-10,1.5,1.5199999809265137,1.4500000476837158,1.4900000095367432,99700,1.0,0.0
2025-01-13,1.4500000476837158,1.4700000286102295,1.3200000524520874,1.350000023841858,157000,1.0,0.0
2025-01-14,1.3600000143051147,1.4700000286102295,1.2599999904632568,1.3200000524520874,147100,1.0,0.0
2025-01-15,1.350000023841858,1.399999976158142,1.2100000381469727,1.2300000190734863,136500,1.0,0.0
2025-01-16,1.2699999809265137,1.4500000476837158,1.2599999904632568,1.440000057220459,175300,1.0,0.0
2025-01-17,1.4800000190734863,1.5099999904632568,1.399999976158142,1.399999976158142,123300,1.0,0.0
2025-01-21,1.399999976158142,1.4900000095367432,1.2899999618530273,1.340000033378601,125100,1.0,0.0
2025-01-22,1.350000023841858,1.5199999809265137,1.350000023841858,1.5,281700,1.0,0.0
2025-01-23,1.4900000095367432,1.5099999904632568,1.4800000190734863,1.4900000095367432,36700,1.0,0.0
2025-01-24,1.4700000286102295,1.4900000095367432,1.3799999952316284,1.440000057220459,80500,1.0,0.0
2025-01-27,1.4700000286102295,1.4700000286102295,1.340000033378601,1.440000057220459,79300,1.0,0.0
2025-01-28,1.3600000143051147,1.4600000381469727,1.3600000143051147,1.4600000381469727,63000,1.0,0.0
2025-01-29,1.4199999570846558,1.4700000286102295,1.409999966621399,1.4700000286102295,57900,1.0,0.0
2025-01-30,1.4600000381469727,1.4800000190734863,1.399999976158142,1.409999966621399,84600,1.0,0.0
2025-01-31,1.4299999475479126,1.440000057220459,1.2799999713897705,1.2999999523162842,204800,1.0,0.0
2025-02-03,1.2999999523162842,1.3899999856948853,1.2999999523162842,1.3600000143051147,76200,1.0,0.0
2025-02-04,1.350000023841858,1.4199999570846558,1.350000023841858,1.3799999952316284,63700,1.0,0.0
2025-02-05,1.350000023841858,1.3799999952316284,1.350000023841858,1.350000023841858,46000,1.0,0.0
2025-02-06,1.340000033378601,1.399999976158142,1.3200000524520874,1.3300000429153442,53000,1.0,0.0
2025-02-07,1.3799999952316284,1.3899999856948853,1.3300000429153442,1.3600000143051147,47400,1.0,0.0
2025-02-10,1.340000033378601,1.3899999856948853,1.3300000429153442,1.3600000143051147,51300,1.0,0.0
2025-02-11,1.350000023841858,1.350000023841858,1.2599999904632568,1.340000033378601,133700,1.0,0.0
2025-02-12,1.350000023841858,1.5,1.309999942779541,1.4700000286102295,169600,1.0,0.0
2025-02-13,1.3700000047683716,1.5399999618530273,1.3700000047683716,1.5199999809265137,99300,1.0,0.0
2025-02-14,1.5199999809265137,1.5499999523162842,1.5,1.5199999809265137,101200,1.0,0.0
2025-02-18,1.5499999523162842,1.7799999713897705,1.5199999809265137,1.7300000190734863,163500,1.0,0.0
2025-02-19,1.75,1.7699999809265137,1.6100000143051147,1.659999966621399,143300,1.0,0.0
2025-02-20,1.590000033378601,1.7799999713897705,1.5700000524520874,1.5800000429153442,125400,1.0,0.0
2025-02-21,1.600000023841858,1.7200000286102295,1.5800000429153442,1.6100000143051147,68500,1.0,0.0
2025-02-24,1.600000023841858,1.600000023841858,1.5399999618530273,1.5399999618530273,33900,1.0,0.0
2025-02-25,1.5399999618530273,1.5700000524520874,1.4800000190734863,1.5099999904632568,94900,1.0,0.0
2025-02-26,1.5,1.6799999475479126,1.4500000476837158,1.5199999809265137,187400,1.0,0.0
2025-02-27,1.4600000381469727,1.6399999856948853,1.4600000381469727,1.6200000047683716,55400,1.0,0.0
2025-02-28,1.6399999856948853,1.6399999856948853,1.5499999523162842,1.559999942779541,86700,1.0,0.0
2025-03-03,1.5199999809265137,1.6399999856948853,1.5199999809265137,1.590000033378601,86900,1.0,0.0
2025-03-04,1.5499999523162842,1.5700000524520874,1.4700000286102295,1.5700000524520874,84500,1.0,0.0
2025-03-05,1.5199999809265137,1.6799999475479126,1.4900000095367432,1.6799999475479126,87700,1.0,0.0
2025-03-06,1.5800000429153442,1.7000000476837158,1.5700000524520874,1.590000033378601,112000,1.0,0.0
2025-03-07,1.6100000143051147,1.6699999570846558,1.5399999618530273,1.5399999618530273,75900,1.0,0.0
2025-03-10,1.5299999713897705,1.659999966621399,1.5299999713897705,1.600000023841858,118500,1.0,0.0
2025-03-11,1.5399999618530273,1.8799999952316284,1.5299999713897705,1.8300000429153442,423500,1.0,0.0
2025-03-12,1.8700000047683716,2.2200000286102295,1.8700000047683716,2.1600000858306885,882900,1.0,0.0
2025-03-13,2.1700000762939453,2.3299999237060547,1.899999976158142,1.899999976158142,611400,1.0,0.0
2025-03-14,2.0299999713897705,2.0999999046325684,1.8700000047683716,1.8799999952316284,288700,1.0,0.0
2025-03-17,1.940000057220459,2.2100000381469727,1.899999976158142,2.049999952316284,360900,1.0,0.0
2025-03-18,2.259999990463257,2.259999990463257,1.899999976158142,1.9900000095367432,292400,1.0,0.0
2025-03-19,1.9900000095367432,2.1600000858306885,1.9299999475479126,1.9600000381469727,182500,1.0,0.0
2025-03-20,2.009999990463257,2.049999952316284,1.899999976158142,1.9299999475479126,180400,1.0,0.0
2025-03-21,1.8899999856948853,1.9600000381469727,1.8799999952316284,1.8799999952316284,174000,1.0,0.0
2025-03-24,1.8799999952316284,2.380000114440918,1.8799999952316284,2.380000114440918,860500,1.0,0.0
2025-03-25,2.240000009536743,2.3299999237060547,1.8799999952316284,1.940000057220459,573300,1.0,0.0
2025-03-26,1.9299999475479126,2.059999942779541,1.850000023841858,1.8799999952316284,287600,1.0,0.0
2025-03-27,1.8799999952316284,1.8799999952316284,1.690000057220459,1.7200000286102295,254600,1.0,0.0
2025-03-28,1.75,1.7999999523162842,1.7300000190734863,1.7999999523162842,205300,1.0,0.0
2025-03-31,1.7799999713897705,1.7999999523162842,1.559999942779541,1.559999942779541,319300,1.0,0.0
2025-04-01,1.600000023841858,1.7200000286102295,1.2999999523162842,1.559999942779541,444000,1.0,0.0
2025-04-02,1.600000023841858,1.6799999475479126,1.5099999904632568,1.5199999809265137,180200,1.0,0.0
2025-04-03,1.5,1.5700000524520874,1.4500000476837158,1.5,163200,1.0,0.0
2025-04-04,1.4500000476837158,1.5,1.350000023841858,1.440000057220459,193900,1.0,0.0
2025-04-07,1.309999942779541,1.5199999809265137,1.309999942779541,1.3700000047683716,158500,1.0,0.0
2025-04-08,1.3200000524520874,1.440000057220459,1.3200000524520874,1.3600000143051147,202000,1.0,0.0
2025-04-09,1.3899999856948853,1.5199999809265137,1.340000033378601,1.4600000381469727,171700,1.0,0.0
2025-04-10,1.399999976158142,1.5499999523162842,1.399999976158142,1.5,150400,1.0,0.0
2025-04-11,1.5499999523162842,1.5499999523162842,1.4700000286102295,1.4700000286102295,106700,1.0,0.0
2025-04-14,1.5,1.559999942779541,1.4600000381469727,1.5099999904632568,108400,1.0,0.0
2025-04-15,1.4600000381469727,1.5,1.409999966621399,1.409999966621399,100000,1.0,0.0
2025-04-16,1.3799999952316284,1.4800000190734863,1.340000033378601,1.3600000143051147,126000,1.0,0.0
2025-04-17,1.409999966621399,1.4299999475479126,1.3600000143051147,1.3700000047683716,72900,1.0,0.0
2025-04-21,1.3300000429153442,1.409999966621399,1.2200000286102295,1.2599999904632568,193300,1.0,0.0
2025-04-22,1.25,1.340000033378601,1.25,1.2799999713897705,234000,1.0,0.0
2025-04-23,1.340000033378601,1.4199999570846558,1.340000033378601,1.3899999856948853,174900,1.0,0.0
2025-04-24,1.3799999952316284,1.4600000381469727,1.340000033378601,1.3899999856948853,142600,1.0,0.0
2025-04-25,1.350000023841858,1.399999976158142,1.25,1.309999942779541,108500,1.0,0.0
2025-04-28,1.309999942779541,1.340000033378601,1.2799999713897705,1.2999999523162842,82300,1.0,0.0
2025-04-29,1.2999999523162842,1.3799999952316284,1.2799999713897705,1.3600000143051147,109800,1.0,0.0
2025-04-30,1.3200000524520874,1.3799999952316284,1.2999999523162842,1.3600000143051147,75000,1.0,0.0
2025-05-01,1.3600000143051147,1.440000057220459,1.3600000143051147,1.3799999952316284,62700,1.0,0.0
2025-05-02,1.3600000143051147,1.4600000381469727,1.340000033378601,1.3799999952316284,83600,1.0,0.0
2025-05-05,1.309999942779541,1.4600000381469727,1.309999942779541,1.4299999475479126,88700,1.0,0.0
2025-05-06,1.3799999952316284,1.4500000476837158,1.3799999952316284,1.440000057220459,51700,1.0,0.0
2025-05-07,1.4500000476837158,1.4500000476837158,1.3700000047683716,1.3799999952316284,65900,1.0,0.0
2025-05-08,1.399999976158142,1.4199999570846558,1.3600000143051147,1.3700000047683716,71700,1.0,0.0
2025-05-09,1.4500000476837158,1.4500000476837158,1.3200000524520874,1.340000033378601,98800,1.0,0.0
2025-05-12,1.3899999856948853,1.440000057220459,1.340000033378601,1.350000023841858,138000,1.0,0.0
2025-05-13,1.350000023841858,1.3899999856948853,1.350000023841858,1.350000023841858,217000,1.0,0.0
2025-05-14,1.409999966621399,1.409999966621399,1.3200000524520874,1.3200000524520874,69300,1.0,0.0
2025-05-15,1.309999942779541,1.3200000524520874,1.2799999713897705,1.2799999713897705,113900,1.0,0.0
2025-05-16,1.309999942779541,1.350000023841858,1.2899999618530273,1.2999999523162842,123900,1.0,0.0
2025-05-19,1.2899999618530273,1.2999999523162842,1.25,1.2599999904632568,143900,1.0,0.0
2025-05-20,1.2999999523162842,1.350000023841858,1.2699999809265137,1.2799999713897705,235600,1.0,0.0
2025-05-21,1.2999999523162842,1.3200000524520874,1.2599999904632568,1.2599999904632568,91700,1.0,0.0
2025-05-22,1.2400000095367432,1.399999976158142,1.2400000095367432,1.3300000429153442,207300,1.0,0.0
2025-05-23,1.3300000429153442,1.3700000047683716,1.25,1.2699999809265137,110700,1.0,0.0
2025-05-27,1.2699999809265137,1.399999976158142,1.2699999809265137,1.3600000143051147,127300,1.0,0.0
2025-05-28,1.3600000143051147,1.409999966621399,1.3600000143051147,1.409999966621399,265600,1.0,0.0
2025-05-29,1.4199999570846558,1.4900000095367432,1.3899999856948853,1.399999976158142,154300,1.0,0.0
2025-05-30,1.3899999856948853,1.4299999475479126,1.3300000429153442,1.3899999856948853,445900,1.0,0.0
2025-06-02,1.350000023841858,1.4600000381469727,1.3200000524520874,1.409999966621399,682600,1.0,0.0
2025-06-03,1.399999976158142,1.4199999570846558,1.340000033378601,1.340000033378601,105300,1.0,0.0
2025-06-04,1.3799999952316284,1.409999966621399,1.3700000047683716,1.3899999856948853,133700,1.0,0.0
2025-06-05,1.4199999570846558,1.5199999809265137,1.409999966621399,1.4500000476837158,256700,1.0,0.0
2025-06-06,1.4500000476837158,1.4900000095367432,1.409999966621399,1.4199999570846558,68100,1.0,0.0
2025-06-09,1.409999966621399,1.4800000190734863,1.409999966621399,1.4700000286102295,122500,1.0,0.0
2025-06-10,1.4600000381469727,1.5099999904632568,1.4500000476837158,1.4600000381469727,106000,1.0,0.0
2025-06-11,1.4299999475479126,1.4500000476837158,1.3899999856948853,1.399999976158142,81200,1.0,0.0
2025-06-12,1.4199999570846558,1.440000057220459,1.3899999856948853,1.3899999856948853,125500,1.0,0.0
2025-06-13,1.3899999856948853,1.399999976158142,1.3700000047683716,1.3799999952316284,52600,1.0,0.0
2025-06-16,1.3700000047683716,1.4299999475479126,1.3700000047683716,1.3799999952316284,116900,1.0,0.0
2025-06-17,1.3799999952316284,1.3899999856948853,1.350000023841858,1.350000023841858,174000,1.0,0.0
2025-06-18,1.3899999856948853,1.3899999856948853,1.340000033378601,1.340000033378601,150600,1.0,0.0
2025-06-20,1.350000023841858,1.3899999856948853,1.350000023841858,1.350000023841858,84600,1.0,0.0
2025-06-23,1.340000033378601,1.3899999856948853,1.340000033378601,1.350000023841858,117300,1.0,0.0
2025-06-24,1.340000033378601,1.3799999952316284,1.3300000429153442,1.350000023841858,122300,1.0,0.0
2025-06-25,1.3700000047683716,1.3799999952316284,1.3700000047683716,1.3700000047683716,61500,1.0,0.0
2025-06-26,1.3700000047683716,1.399999976158142,1.3700000047683716,1.3799999952316284,92500,1.0,0.0
